99_segment_6,0.3765
99_segment_15,0.5234
99_segment_11,0.0875
99_segment_8,0.5179
100_segment_1,0.467
100_segment_5,0.2197
100_segment_8,0.5658
100_segment_0,0.2314
100_segment_3,0.0657
100_segment_4,0.3386
100_segment_7,0.6321
100_segment_6,0.0007
100_segment_2,0.5699
